Station_Id_C Year Mon Day Hour WIN_D_Avg_2mi WIN_S_Avg_2mi TEM PRE_1h
54540 2021 8 3 22 63 1.4000 22.6000 0.0000 
54541 2021 8 3 18 106 0.3000 22.6000 0.0000 
54541 2021 8 3 19 268 0.4000 22.6000 0.0000 
54541 2021 8 3 20 316 0.4000 22.4000 0.0000 
54541 2021 8 3 21 261 0.8000 22.4000 0.0000 
54541 2021 8 3 22 999017 0.2000 22.6000 0.0000 
54601 2021 8 3 18 999017 0.0000 26.2000 0.0000 
54601 2021 8 3 19 152 0.5000 25.4000 0.3000 
54601 2021 8 3 20 345 2.5000 25.1000 0.3000 
54601 2021 8 3 21 67 1.4000 24.7000 0.5000 
54601 2021 8 3 22 57 1.9000 24.3000 0.0000 
54602 2021 8 3 18 172 0.8000 26.3000 0.0000 
54602 2021 8 3 19 211 0.6000 25.4000 0.2000 
54602 2021 8 3 20 999017 0.0000 24.9000 0.3000 
54602 2021 8 3 21 70 0.7000 25.1000 0.6000 
54602 2021 8 3 22 123 1.0000 25.2000 0.0000 
54603 2021 8 3 18 162 1.6000 26.4000 0.0000 
54603 2021 8 3 19 160 1.3000 26.1000 0.0000 
54603 2021 8 3 20 166 2.3000 25.9000 0.0000 
54603 2021 8 3 21 335 1.4000 25.8000 0.0000 
54603 2021 8 3 22 1 0.3000 25.1000 0.0000 
54604 2021 8 3 18 196 0.8000 25.1000 0.0000 
54604 2021 8 3 19 217 0.5000 25.1000 0.0000 
54604 2021 8 3 20 177 1.2000 25.0000 0.0000 
54604 2021 8 3 21 161 1.2000 24.8000 0.0000 
54604 2021 8 3 22 189 0.3000 24.6000 0.0000 
54605 2021 8 3 18 163 0.8000 25.7000 0.0000 
54605 2021 8 3 19 159 1.6000 25.7000 0.0000 
54605 2021 8 3 20 164 1.6000 25.4000 0.0000 
54605 2021 8 3 21 316 1.0000 25.0000 0.4000 
54605 2021 8 3 22 136 1.3000 24.5000 2.4000 
54606 2021 8 3 18 141 1.2000 25.6000 0.0000 
54606 2021 8 3 19 166 1.3000 25.4000 0.0000 
54606 2021 8 3 20 150 1.5000 25.3000 0.0000 
54606 2021 8 3 21 154 1.1000 25.1000 0.0000 
54606 2021 8 3 22 188 1.5000 25.1000 0.0000 
54607 2021 8 3 18 131 0.7000 25.4000 0.0000 
54607 2021 8 3 19 999017 0.2000 25.2000 0.0000 
54607 2021 8 3 20 95 0.5000 25.0000 0.0000 
54607 2021 8 3 21 11 0.7000 25.1000 0.0000 
54607 2021 8 3 22 999017 0.1000 24.9000 0.0000 
54608 2021 8 3 18 126 1.1000 25.9000 0.0000 
54608 2021 8 3 19 145 0.7000 25.8000 0.0000 
54608 2021 8 3 20 122 1.0000 25.6000 0.0000 
54608 2021 8 3 21 151 0.7000 25.5000 0.0000 
54608 2021 8 3 22 181 1.0000 25.4000 0.0000 
54609 2021 8 3 18 134 1.5000 26.1000 0.0000 
54609 2021 8 3 19 155 1.5000 25.9000 0.0000 
54609 2021 8 3 20 147 1.5000 25.7000 0.0000 
54609 2021 8 3 21 146 1.3000 25.3000 0.0000 
54609 2021 8 3 22 209 0.8000 25.2000 0.0000 
54610 2021 8 3 18 117 1.6000 27.0000 0.0000 
54610 2021 8 3 19 159 1.4000 26.5000 0.0000 
54610 2021 8 3 20 159 2.9000 26.4000 0.0000 
54610 2021 8 3 21 165 2.5000 26.0000 0.0000 
54610 2021 8 3 22 1 1.5000 25.9000 0.0000 
54611 2021 8 3 18 185 0.5000 26.2000 0.0000 
54611 2021 8 3 19 178 0.4000 25.5000 0.0000 
54611 2021 8 3 20 78 0.7000 25.6000 0.1000 
54611 2021 8 3 21 37 1.8000 25.2000 0.1000 
54611 2021 8 3 22 52 1.6000 24.8000 0.0000 
54612 2021 8 3 18 153 0.7000 24.7000 0.0000 
54612 2021 8 3 19 169 0.7000 24.8000 0.0000 
54612 2021 8 3 20 135 1.1000 24.7000 0.0000 
54612 2021 8 3 21 138 0.8000 24.5000 0.0000 
54612 2021 8 3 22 153 0.3000 24.4000 0.0000 
54613 2021 8 3 18 107 1.9000 25.5000 0.0000 
54613 2021 8 3 19 110 1.7000 25.5000 0.0000 
54613 2021 8 3 20 109 2.2000 25.3000 0.0000 
54613 2021 8 3 21 109 1.9000 25.0000 0.0000 
54613 2021 8 3 22 108 2.5000 24.9000 0.0000 
54614 2021 8 3 18 122 1.2000 25.1000 0.0000 
54614 2021 8 3 19 124 1.1000 25.1000 0.0000 
54614 2021 8 3 20 134 1.3000 25.1000 0.0000 
54614 2021 8 3 21 117 1.0000 24.8000 0.0000 
54614 2021 8 3 22 114 0.7000 24.7000 0.0000 
54615 2021 8 3 18 143 1.6000 25.3000 0.0000 
54615 2021 8 3 19 156 2.1000 25.1000 0.0000 
54615 2021 8 3 20 153 2.0000 24.9000 0.0000 
54615 2021 8 3 21 144 2.2000 24.7000 0.0000 
54615 2021 8 3 22 156 1.9000 24.8000 0.0000 
54616 2021 8 3 18 170 3.0000 25.7000 0.0000 
54616 2021 8 3 19 177 2.4000 25.6000 0.0000 
54616 2021 8 3 20 179 2.4000 25.5000 0.0000 
54616 2021 8 3 21 184 2.3000 25.3000 0.0000 
54616 2021 8 3 22 181 2.8000 25.1000 0.0000 
54617 2021 8 3 18 156 1.8000 25.4000 0.0000 
54617 2021 8 3 19 151 2.3000 25.2000 0.0000 
54617 2021 8 3 20 169 1.4000 25.2000 0.0000 
54617 2021 8 3 21 168 2.3000 25.0000 0.0000 
54617 2021 8 3 22 165 2.1000 24.9000 0.0000 
54618 2021 8 3 18 133 1.7000 25.6000 0.0000 
54618 2021 8 3 19 150 2.5000 25.4000 0.0000 
54618 2021 8 3 20 160 1.2000 25.1000 0.0000 
54618 2021 8 3 21 145 1.8000 24.9000 0.0000 
54618 2021 8 3 22 161 1.3000 24.8000 0.0000 
54620 2021 8 3 18 163 1.6000 26.1000 0.0000 
54620 2021 8 3 19 160 1.4000 26.2000 0.0000 
54620 2021 8 3 20 161 1.2000 25.5000 0.1000 
54620 2021 8 3 21 180 0.9000 25.3000 0.0000 
54620 2021 8 3 22 144 0.4000 25.1000 0.0000 
54621 2021 8 3 18 999017 0.1000 25.6000 0.0000 
54621 2021 8 3 19 999017 0.2000 25.6000 0.0000 
54621 2021 8 3 20 999017 0.1000 25.3000 0.0000 
54621 2021 8 3 21 204 0.4000 25.0000 0.0000 
54621 2021 8 3 22 186 0.4000 24.9000 0.0000 
54624 2021 8 3 18 155 2.1000 25.6000 0.0000 
54624 2021 8 3 19 160 1.9000 25.4000 0.0000 
54624 2021 8 3 20 142 2.0000 25.1000 0.0000 
54624 2021 8 3 21 142 1.4000 24.9000 0.0000 
54624 2021 8 3 22 196 1.9000 25.0000 0.0000 
54626 2021 8 3 18 133 0.8000 25.4000 0.0000 
54626 2021 8 3 19 137 1.0000 25.5000 0.0000 
54626 2021 8 3 20 999017 0.2000 25.3000 0.0000 
54626 2021 8 3 21 150 0.9000 25.1000 0.0000 
54626 2021 8 3 22 157 0.6000 25.0000 0.0000 
54627 2021 8 3 18 127 1.7000 24.2000 0.0000 
54627 2021 8 3 19 154 1.6000 24.2000 0.0000 
54627 2021 8 3 20 153 1.0000 24.0000 0.0000 
54627 2021 8 3 21 162 0.9000 23.9000 0.0000 
54627 2021 8 3 22 185 1.0000 23.9000 0.0000 
54628 2021 8 3 18 146 2.7000 23.9000 0.0000 
54628 2021 8 3 19 157 2.4000 24.0000 0.0000 
54628 2021 8 3 20 161 0.9000 23.5000 0.0000 
54628 2021 8 3 21 162 1.6000 23.1000 0.0000 
54628 2021 8 3 22 183 2.1000 23.4000 0.0000 
54631 2021 8 3 18 148 3.1000 26.9000 0.0000 
54631 2021 8 3 19 177 3.0000 26.8000 0.0000 
54631 2021 8 3 20 175 3.2000 26.5000 0.0000 
54631 2021 8 3 21 178 2.0000 26.2000 0.0000 
54631 2021 8 3 22 184 3.0000 26.3000 0.0000 
54632 2021 8 3 18 145 1.6000 26.4000 0.0000 
54632 2021 8 3 19 189 0.9000 26.1000 0.0000 
54632 2021 8 3 20 177 1.1000 26.0000 0.0000 
54632 2021 8 3 21 178 1.0000 25.8000 0.0000 
54632 2021 8 3 22 145 1.0000 25.6000 0.0000 
54633 2021 8 3 18 166 1.0000 25.9000 0.0000 
54633 2021 8 3 19 161 1.4000 25.8000 0.0000 
54633 2021 8 3 20 149 1.1000 25.4000 0.0000 
54633 2021 8 3 21 174 1.4000 25.2000 0.0000 
54633 2021 8 3 22 161 1.5000 25.1000 0.0000 
54636 2021 8 3 18 130 1.4000 25.3000 0.0000 
54636 2021 8 3 19 162 2.4000 25.1000 0.0000 
54636 2021 8 3 20 162 1.0000 25.0000 0.1000 
54636 2021 8 3 21 323 1.0000 24.9000 0.1000 
54636 2021 8 3 22 28 1.4000 24.2000 10.2000 
54640 2021 8 3 18 142 1.4000 26.2000 0.0000 
54640 2021 8 3 19 173 2.1000 26.1000 0.0000 
54640 2021 8 3 20 175 1.6000 25.5000 0.0000 
54640 2021 8 3 21 193 1.5000 25.3000 0.0000 
54640 2021 8 3 22 171 1.4000 25.4000 0.0000 
54644 2021 8 3 18 158 1.7000 23.7000 0.0000 
54644 2021 8 3 19 155 1.1000 23.6000 0.0000 
54644 2021 8 3 20 136 1.2000 23.3000 0.0000 
54644 2021 8 3 21 166 1.8000 23.3000 0.0000 
54644 2021 8 3 22 181 1.8000 23.4000 0.0000 
54700 2021 8 3 18 115 1.6000 25.1000 0.0000 
54700 2021 8 3 19 133 2.2000 25.1000 0.0000 
54700 2021 8 3 20 147 0.7000 25.2000 0.0000 
54700 2021 8 3 21 150 2.0000 25.0000 0.0000 
54700 2021 8 3 22 160 1.1000 24.8000 0.0000 
54701 2021 8 3 18 167 1.1000 27.6000 0.0000 
54701 2021 8 3 19 159 1.3000 27.2000 0.0000 
54701 2021 8 3 20 199 1.0000 26.7000 0.0000 
54701 2021 8 3 21 159 1.9000 26.4000 0.0000 
54701 2021 8 3 22 165 0.9000 26.0000 0.0000 
54702 2021 8 3 18 124 1.6000 26.0000 0.0000 
54702 2021 8 3 19 122 1.0000 26.1000 0.0000 
54702 2021 8 3 20 150 0.9000 26.1000 0.0000 
54702 2021 8 3 21 128 0.9000 25.7000 0.0000 
54702 2021 8 3 22 159 0.5000 25.4000 0.0000 
54703 2021 8 3 18 158 1.1000 25.0000 0.0000 
54703 2021 8 3 19 149 0.8000 25.1000 0.0000 
54703 2021 8 3 20 178 1.2000 25.1000 0.0000 
54703 2021 8 3 21 169 1.2000 24.9000 0.0000 
54703 2021 8 3 22 191 1.3000 24.8000 0.0000 
54704 2021 8 3 18 140 1.5000 24.6000 0.0000 
54704 2021 8 3 19 136 0.9000 24.7000 0.0000 
54704 2021 8 3 20 133 1.2000 24.3000 0.0000 
54704 2021 8 3 21 130 1.0000 24.1000 0.0000 
54704 2021 8 3 22 137 1.0000 24.5000 0.0000 
54705 2021 8 3 18 158 2.4000 27.1000 0.0000 
54705 2021 8 3 19 164 2.5000 26.7000 0.0000 
54705 2021 8 3 20 157 1.4000 26.2000 0.0000 
54705 2021 8 3 21 162 1.1000 26.1000 0.0000 
54705 2021 8 3 22 168 1.7000 26.2000 0.0000 
54706 2021 8 3 18 161 2.3000 26.0000 0.0000 
54706 2021 8 3 19 161 2.1000 25.8000 0.0000 
54706 2021 8 3 20 152 1.6000 25.6000 0.0000 
54706 2021 8 3 21 149 1.6000 25.2000 0.0000 
54706 2021 8 3 22 135 1.5000 25.1000 0.0000 
54707 2021 8 3 18 206 0.7000 25.4000 0.0000 
54707 2021 8 3 19 166 0.9000 24.9000 0.0000 
54707 2021 8 3 20 199 0.7000 24.8000 0.0000 
54707 2021 8 3 21 158 1.3000 24.6000 0.0000 
54707 2021 8 3 22 172 1.8000 24.6000 0.0000 
54708 2021 8 3 18 158 1.6000 25.2000 0.0000 
54708 2021 8 3 19 199 0.7000 24.7000 0.0000 
54708 2021 8 3 20 209 1.0000 24.6000 0.0000 
54708 2021 8 3 21 157 1.1000 24.8000 0.0000 
54708 2021 8 3 22 178 1.0000 24.7000 0.0000 
54710 2021 8 3 18 136 1.4000 25.2000 0.0000 
54710 2021 8 3 19 115 0.6000 25.0000 0.0000 
54710 2021 8 3 20 129 0.8000 24.6000 0.0000 
54710 2021 8 3 21 138 0.8000 24.3000 0.0000 
54710 2021 8 3 22 155 1.0000 24.4000 0.0000 
54711 2021 8 3 18 114 1.3000 25.0000 0.0000 
54711 2021 8 3 19 102 1.1000 24.6000 0.0000 
54711 2021 8 3 20 107 1.0000 24.4000 0.0000 
54711 2021 8 3 21 118 1.3000 24.2000 0.0000 
54711 2021 8 3 22 139 0.7000 24.4000 0.0000 
54713 2021 8 3 18 137 1.3000 25.4000 0.0000 
54713 2021 8 3 19 146 1.4000 25.0000 0.0000 
54713 2021 8 3 20 167 1.4000 24.7000 0.0000 
54713 2021 8 3 21 160 1.0000 24.6000 0.0000 
54713 2021 8 3 22 158 1.2000 24.3000 0.0000 
54717 2021 8 3 18 155 0.7000 24.6000 0.0000 
54717 2021 8 3 19 164 0.9000 24.3000 0.0000 
54717 2021 8 3 20 171 0.4000 24.0000 0.0000 
54717 2021 8 3 21 160 1.5000 23.9000 0.0000 
54717 2021 8 3 22 194 0.8000 23.9000 0.0000 
54719 2021 8 3 18 134 1.9000 24.0000 0.0000 
54719 2021 8 3 19 137 1.2000 23.7000 0.0000 
54719 2021 8 3 20 146 1.2000 23.6000 0.0000 
54719 2021 8 3 21 141 1.1000 23.4000 0.0000 
54719 2021 8 3 22 156 0.8000 23.4000 0.0000 
54800 2021 8 3 18 146 2.6000 26.2000 0.0000 
54800 2021 8 3 19 167 2.4000 26.0000 0.0000 
54800 2021 8 3 20 173 2.8000 25.8000 0.0000 
54800 2021 8 3 21 155 2.2000 25.5000 0.0000 
54800 2021 8 3 22 170 2.6000 25.8000 0.0000 
54801 2021 8 3 18 145 1.6000 25.1000 0.0000 
54801 2021 8 3 19 156 1.9000 24.9000 0.0000 
54801 2021 8 3 20 165 1.3000 24.7000 0.0000 
54801 2021 8 3 21 151 1.6000 24.7000 0.0000 
54801 2021 8 3 22 166 1.4000 24.9000 0.0000 
54804 2021 8 3 18 178 0.9000 24.1000 0.0000 
54804 2021 8 3 19 177 0.3000 24.1000 0.0000 
54804 2021 8 3 20 146 1.0000 24.5000 0.0000 
54804 2021 8 3 21 188 1.0000 23.9000 0.0000 
54804 2021 8 3 22 156 1.0000 24.6000 0.0000 
54809 2021 8 3 18 193 0.3000 26.4000 0.0000 
54809 2021 8 3 19 220 0.4000 26.6000 0.0000 
54809 2021 8 3 20 183 1.2000 26.6000 0.0000 
54809 2021 8 3 21 202 0.8000 25.8000 0.0000 
54809 2021 8 3 22 207 0.5000 25.8000 0.0000 
54820 2021 8 3 18 186 0.6000 25.3000 0.0000 
54820 2021 8 3 19 177 0.9000 25.2000 0.0000 
54820 2021 8 3 20 166 0.8000 25.3000 0.0000 
54820 2021 8 3 21 195 0.6000 24.9000 0.0000 
54820 2021 8 3 22 166 0.9000 25.2000 0.0000 
